,Business,Business ID,City,State,Category,Latitude,Longitude,Price,Reviews
275,"MOOYAH Burgers, Fries & Shakes",wHl41FX3fEHVQbEqeFAl7w,Franklin Township,NJ,Burgers,40.529237,-74.539237,$$,56
276,Red Robin Gourmet Burgers and Brews,5INBYUVqCav0R0ZTOG02Ng,South Plainfield,NJ,Burgers,40.55531,-74.430693,$$,162
277,Smashburger,5BDRCRNPCPGlWmNq_oNESw,East Brunswick,NJ,Burgers,40.434729749932,-74.3913401920461,$,130
278,Harvest Moon Brewery / Cafe,JpQznQlrkgZQogLOQXH9mg,New Brunswick,NJ,Beer Bar,40.4961759134207,-74.4443214067832,$$,407
279,Judy's kitchen,aFhQeJQIrR1imAhjUMAccw,New Brunswick,NJ,Spanish,40.4979628408067,-74.451482825053,$,25
280,Changarro Las Rosas Chimi Pollo,YxwYAEilsW9n266B7Ko9gw,New Brunswick,NJ,Latin American,40.480004,-74.445358,0,1
281,Five Guys,6Sleh5v7oAHCgfIoijtupg,East Brunswick,NJ,Burgers,40.428452,-74.3861491,$,12
282,Burgerim - Metuchen,o1Y-sXvZeNHhPgm_jr_N7w,Metuchen,NJ,Burgers,40.54079,-74.3675,0,19
283,Twenty/20 Taphouse,plbuCrJd7_mlDLERvV-39Q,Somerset,NJ,Burgers,40.533787,-74.509521,$$,87
284,Veganized,QMBbqDZmYZc0dXFwBgf1_g,New Brunswick,NJ,Vegan,40.494828,-74.444994,$$,524
285,Brick House Bar & Grill,zlLs4R_oYlcwgRLLGInVkg,Sayreville,NJ,Bars,40.45869,-74.35179,$$,45
286,Hub City Brewhouse,9LarearMJdGmt7lWY3OUtA,New Brunswick,NJ,Sports Bars,40.4942410909884,-74.4432822580296,$$,74
287,Deccan Delights,V7EgzmIMisdYWVA8S07fUA,New Brunswick,NJ,Indian,40.49968,-74.45304,0,1
288,Stuff Yer Face,-PlK17Po5nchDnqNoYG9xQ,New Brunswick,NJ,Pubs,40.4980567440164,-74.4489870653596,$$,600
289,Arooga's,L62G08xR1OuXzMOgaqlMsg,East Brunswick,NJ,Sports Bars,40.415067,-74.371187,$$,284
290,Jk Luncheonette and Grill,BqSvB1K3F3N60uyW1cCoog,New Brunswick,NJ,Breakfast & Brunch,40.49269,-74.44793,0,4
